x,y
-0.36273476203,-0.0300328711405
-0.19788621556,-0.0147996612499
-0.0653348129673,-0.0156498532022
0.115927302505,-0.00934947328163
0.113919898867,-0.00486680950683
0.508582736656,-0.223988319627
0.141912117598,0.0190303178278
0.0875701429748,0.0184498325048
-0.0284530977759,0.164689055227
-0.252947769521,-0.226073343309
-0.414389941514,-0.0189887249043
-0.194051140731,-0.0526462289931
0.0316939799048,-0.0430337829526
0.228412914056,-0.0284791786787
0.360530128523,-0.0915788312571
0.485343158203,-0.212904585209
-0.2201897845,0.0137789134771
0.0862222255813,0.132598714112
-0.131561242636,0.131478278462
-0.150948115664,0.0501643924771
-0.446614322136,0.0141653691613
-0.134045856038,0.0590827081068
0.00939149517233,0.0758222458987
0.217629457629,-0.0135073156918
0.327610626188,-0.134562726121
0.435797483484,-0.193776797386
0.0309139984803,0.253476624978
-0.163030731051,-0.142462516465
-0.155916029034,-0.0520569160208
-0.0519870182483,0.0626755639215
-0.48998377189,-0.0474774219088
-0.307492861962,0.0614419941848
-0.00163601810474,0.160124361929
0.253343763946,0.168956065201
0.450240781453,0.068651272415
0.622520262864,-0.0366179418395
-0.0455400783687,0.125845830877
0.120195455967,0.465788703638
-0.391542998874,-0.0260154383961
-0.421471361445,-0.427351507257
